university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url,clean_degree_type,subject_tag,Value_Tier_Name
Cardiff University,Business Management,BSc (Hons),71244.0,3.0,162.0,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/business-management-1d074a8b-e3b5-4d37-8a5d-1df21702274b,Bachelor's,📊 Business & Management,🟠 Premium Programs
Oxford Brookes University,Business Management,MSc,,1.0,811.0,"Oxford, United Kingdom",https://www.study.eu/university/oxford-brookes-university/business-management-5320,Master's,📊 Business & Management,⚪ Unranked/Missing Data
University of Edinburgh,Business Management,M (UG),112752.0,4.0,32.0,"Edinburgh, United Kingdom",https://www.study.eu/university/university-of-edinburgh/business-management-a8c8059f-679b-4b1e-9dee-7b82b4ce914c,Other,📊 Business & Management,🔴 Elite/Expensive
Centria University of Applied Sciences,Business Management,Bachelor,,,10037.0,"Kokkola, Finland",https://www.study.eu/university/centria-university-of-applied-sciences/business-management,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
University of Derby,Business Management,BA (Hons),,3.0,1005.0,"Derby, United Kingdom",https://www.study.eu/university/university-of-derby/business-management-18241,Other,📊 Business & Management,⚪ Unranked/Missing Data
University of Aberdeen,Business Management,MA (UG),82344.0,4.0,367.0,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/business-management-11488,Other,📊 Business & Management,🟠 Premium Programs
Vilnius Gediminas Technical University,Business Management,Bachelor,12664.0,4.0,2015.0,"Vilnius, Lithuania",https://www.study.eu/university/vilnius-gediminas-technical-university/business-management-2516,Bachelor's,📊 Business & Management,🟢 Budget-Friendly
Autonomous University of Barcelona,Business Management,Master,,,,"Barcelona, Spain",https://www.study.eu/university/autonomous-university-of-barcelona/business-management-0d54c573-8fb7-458c-9210-7c745da97f05,Master's,📊 Business & Management,⚪ Unranked/Missing Data
"RISEBA University of Business, Arts and Technology",Business Management,PhD,,3.0,10663.0,"Riga, Latvia",https://www.study.eu/university/riseba-university-of-business-arts-and-technology/business-management-3382,Doctorate,📊 Business & Management,⚪ Unranked/Missing Data
Technical University of Sofia,Business Management,Master,,1.0,3020.0,"Sofia, Bulgaria",https://www.study.eu/university/technical-university-of-sofia/master-business-management-28203,Master's,📊 Business & Management,⚪ Unranked/Missing Data
"Dún Laoghaire Institute of Art, Design and Technology (IADT)",Business Management,BSc (Hons),,4.0,8042.0,"Dublin, Ireland",https://www.study.eu/university/dun-laoghaire-institute-of-art-design-and-technology-iadt/bsc-hons-business-management-25822,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Middlesex University London,Business Management,BA,50456.0,3.0,873.0,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/business-management-6605cf11-9e5e-4204-a1b9-e21fddd8ac80,Other,📊 Business & Management,🟠 Premium Programs
Mikkeli University of Applied Sciences,Business Management,Bachelor,,,,"Mikkeli, Finland",https://www.study.eu/university/mikkeli-university-of-applied-sciences/business-management-1906,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Bangor University,Business Management,BSc (Hons),,3.0,680.0,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/business-management-0d155a4b-1452-4ad6-b056-92183de3f4e7,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Alma Mater Europaea,Business Management,Master,,2.0,9972.0,"Maribor, Slovenia",https://www.study.eu/university/alma-mater-europaea/master-business-management-27060,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Alytaus Kolegija University of Applied Sciences,Business Management,Bachelor,,3.0,,"Alytus, Lithuania",https://www.study.eu/university/alytaus-kolegija-university-of-applied-sciences/business-management-2226,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
"University of the West of England, Bristol",Business Management,MSc,15136.0,1.0,671.0,"Bristol, United Kingdom",https://www.study.eu/university/university-of-the-west-of-england-bristol/business-management-5313,Master's,📊 Business & Management,🟢 Budget-Friendly
Sapienza University of Rome,Business Management,MSc,2345.0,2.0,,"Rome, Italy",https://www.study.eu/university/sapienza-university-of-rome/business-management-10571,Master's,📊 Business & Management,⚪ Unranked/Missing Data
King's College London,Business Management,BSc (Hons),,3.0,42.0,"London, United Kingdom",https://www.study.eu/university/king-s-college-london/business-management-4eb6c9c4-cca2-42c2-a736-7074c99262e7,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Vilnius Co-operative College,Business Management,Bachelor,,3.0,18812.0,"Vilnius, Lithuania",https://www.study.eu/university/vilnius-co-operative-college/business-management-2503,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
EADA Business School,Business Management,Master,,0.75,11314.0,"Barcelona, Spain",https://www.study.eu/university/eada-business-school/business-management-19947,Master's,📊 Business & Management,⚪ Unranked/Missing Data
International School of Law and Business,Business Management,Bachelor,,3.0,16155.0,"Vilnius, Lithuania",https://www.study.eu/university/international-school-of-law-and-business/business-management-2245,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Anglia Ruskin University,Business Management,MPhil,15069.0,1.0,902.0,"Chelmsford, United Kingdom",https://www.study.eu/university/anglia-ruskin-university/business-management-5302,Other,📊 Business & Management,🟢 Budget-Friendly
University of Greenwich,Business Management,BA (Hons),,3.0,762.0,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/ba-hons-business-management-24541,Other,📊 Business & Management,⚪ Unranked/Missing Data
National University of Science and Technology MISiS,Business Management,Master,,2.0,1117.0,"Moscow, Russia",https://www.study.eu/university/national-university-of-science-and-technology-misis/business-management-2d54e223-01b3-4b1b-a169-325e5754c0cb,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Utena College,Business Management,Bachelor,7915.0,3.0,15761.0,"Utena, Lithuania",https://www.study.eu/university/utena-college/business-management-2485,Bachelor's,📊 Business & Management,🟡 Standard Value
VIVES University of Applied Sciences,Business Management,Bachelor,,,7983.0,"Kortrijk, Belgium",https://www.study.eu/university/vives-university-of-applied-sciences/bachelor-business-management-12315,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
University of Essex,Business Management,BSc,86885.0,3.0,461.0,"Colchester, United Kingdom",https://www.study.eu/university/university-of-essex/bsc-business-management-29293,Bachelor's,📊 Business & Management,🟠 Premium Programs
Reykjavík University,Business Management,MSc,7524.0,1.0,1735.0,"Reykjavík, Iceland",https://www.study.eu/university/reykjavik-university/business-management-920c7011-9e60-492c-86e6-4d5d6a20c17d,Master's,📊 Business & Management,🟢 Budget-Friendly
South East Technological University,Business Management,Bachelor,,4.0,4737.0,"Carlow, Ireland",https://www.study.eu/university/south-east-technological-university/business-management-17c7cf13-a5dd-47d5-8cda-4422e5cbeea9,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Lancaster University,Business Management,BSc (Hons),78606.0,3.0,284.0,"Lancaster, United Kingdom",https://www.study.eu/university/lancaster-university/business-management-11866,Bachelor's,📊 Business & Management,🟠 Premium Programs
University of Limerick,Business Management,MA,,1.0,548.0,"Limerick, Ireland",https://www.study.eu/university/university-of-limerick/business-management-3c53fb0c-a5b8-48a4-8d7e-128a9d5b29d5,Other,📊 Business & Management,⚪ Unranked/Missing Data
The Open University,Business Management,BA (Hons),,,,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/business-management-d1cde0b5-505e-4045-8dec-f7f2b6a2e605,Other,📊 Business & Management,⚪ Unranked/Missing Data
Maynooth University,Business Management,MSc,,,1835.0,"Maynooth, Ireland",https://www.study.eu/university/maynooth-university/business-management-680622cc-7646-4eb9-8d1e-0153104a5c47,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Technological University Dublin,Business & Management,BSc (Hons),,4.0,1178.0,"Dublin, Ireland",https://www.study.eu/university/technological-university-dublin/bsc-hons-business-management-25883,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
University of Zagreb,Business: Management,Master,,1.0,429.0,"Zagreb, Croatia",https://www.study.eu/university/university-of-zagreb/business-management-18987,Master's,📊 Business & Management,⚪ Unranked/Missing Data
The Open University,Business Management (Accounting),BA (Hons),,,,United Kingdom – programme delivered online,https://www.study.eu/university/the-open-university/business-management-accounting,Other,📊 Business & Management,⚪ Unranked/Missing Data
International Business Academy (IBA),Business Management across Europe,Bachelor,,3.0,10784.0,"Kolding, Denmark",https://www.study.eu/university/international-business-academy-iba/business-management-across-europe,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Autonomous University of Barcelona,Business Management and Administration,Bachelor,,4.0,,"Barcelona, Spain",https://www.study.eu/university/autonomous-university-of-barcelona/business-management-and-administration-fa033df4-c080-41fe-94bc-e3f820ec1b2e,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Pablo de Olavide University,Business Management and Administration,Bachelor,,,,"Sevilla, Spain",https://www.study.eu/university/pablo-de-olavide-university/business-management-and-administration,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Baltic International Academy,Business Management and Administration (MBA),Master,,1.5,8130.0,"Riga, Latvia",https://www.study.eu/university/baltic-international-academy/business-management-and-administration-mba,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Bangor University,Business Management and Chinese,BA (Hons),,4.0,680.0,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/business-management-and-chinese,Other,📊 Business & Management,⚪ Unranked/Missing Data
De Montfort University,Business Management and Economics,BA (Hons),,3.0,715.0,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/business-management-and-economics-18568,Other,📊 Business & Management,⚪ Unranked/Missing Data
University of Aberdeen,Business Management and Economics,MA (UG),82344.0,4.0,367.0,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/business-management-and-economics,Other,📊 Business & Management,🟠 Premium Programs
University of Sussex,"Business, Management and Economics",BSc (Hons),,,269.0,"Brighton, United Kingdom",https://www.study.eu/university/university-of-sussex/bsc-hons-business-management-and-economics,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
University of Aberdeen,Business Management and English,MA (UG),82344.0,4.0,367.0,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/business-management-and-english,Other,📊 Business & Management,🟠 Premium Programs
Universidad Europea,Business Management and Entrepreneurship,Bachelor,,4.0,1795.0,"Valencia, Spain",https://www.study.eu/university/universidad-europea/business-management-and-entrepreneurship-fd14f498-370b-485c-8ceb-fa74fc9f7d8d,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
SAMK Satakunta University of Applied Sciences,Business Management and Entrepreneurship (BME),Master,,,,"Pori, Finland",https://www.study.eu/university/samk-satakunta-university-of-applied-sciences/business-management-and-entrepreneurship-bme,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Bangor University,Business Management and Finance,BSc (Hons),,3.0,680.0,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/business-management-and-finance-fdb6ce36-8b93-4a88-bcf0-bc5d96d93524,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
University of Aberdeen,Business Management and Finance,MA (UG),82344.0,4.0,367.0,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/business-management-and-finance,Other,📊 Business & Management,🟠 Premium Programs
De Montfort University,Business Management and Finance,BA (Hons),,3.0,715.0,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/business-management-and-finance-18569,Other,📊 Business & Management,⚪ Unranked/Missing Data
Keele University,Business Management and Finance,BSc (Hons),,3.0,627.0,"Keele, United Kingdom",https://www.study.eu/university/keele-university/business-management-and-finance-a319c667-9c16-486d-96c8-5e85cdf8e87f,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
