university_name,program_name,degree,tuition_fee_usd_total,program_duration_year,global_ranking,university_location,url,clean_degree_type,subject_tag,Value_Tier_Name
Ghent University,Business Economics (Accountancy),MSc,,,95.0,"Ghent, Belgium",https://www.study.eu/university/ghent-university/business-economics-accountancy,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Aalto University,"Business, Economics and Finance",PhD,,4.0,20663.0,"Helsinki, Finland",https://www.study.eu/university/aalto-university/phd-business-economics-and-finance,Doctorate,📊 Business & Management,⚪ Unranked/Missing Data
Tallinn University of Technology (TalTech),"Business, Economics and Governance",PhD,,,,"Tallinn, Estonia",https://www.study.eu/university/tallinn-university-of-technology-taltech/economics-and-business-administration-6349,Doctorate,📊 Business & Management,⚪ Unranked/Missing Data
University of Southern Denmark (SDU),Business Economics and Information Technology,Bachelor,,3.5,,"Odense, Denmark",https://www.study.eu/university/university-of-southern-denmark-sdu/business-economics-and-information-technology,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
Copenhagen School of Design and Technology (KEA),Business Economics and Information Technology,Bachelor,,3.5,,"Copenhagen, Denmark",https://www.study.eu/university/copenhagen-school-of-design-and-technology-kea/business-economics-and-information-technology-2868,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
"City St George’s, University of London",Business Economics and International Business Economics,MSc,21528.0,1.0,,"London, United Kingdom",https://www.study.eu/university/city-st-george-s-university-of-london/business-economics-and-international-business-economics,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Matej Bel University,Business Economics and Management,Bachelor,,3.0,2681.0,"Banská Bystrica, Slovakia",https://www.study.eu/university/matej-bel-university/bachelor-business-economics-and-management,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
University of Economics in Bratislava,Business Economics and Management,Bachelor,,3.0,3305.0,"Bratislava, Slovakia",https://www.study.eu/university/university-of-economics-in-bratislava/business-economics-and-management,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Slovak University of Agriculture in Nitra,Business Economics and Management,PhD,,,1479.0,"Nitra, Slovakia",https://www.study.eu/university/slovak-university-of-agriculture-in-nitra/phd-business-economics-and-management,Doctorate,📊 Business & Management,⚪ Unranked/Missing Data
University of Economics in Bratislava,Business Economics and Management,PhD,,3.0,3305.0,"Bratislava, Slovakia",https://www.study.eu/university/university-of-economics-in-bratislava/phd-business-economics-and-management-29657,Doctorate,📊 Business & Management,⚪ Unranked/Missing Data
Matej Bel University,Business Economics and Management in English,Bachelor,,3.0,2681.0,"Banská Bystrica, Slovakia",https://www.study.eu/university/matej-bel-university/bachelor-business-economics-and-management-in-english,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Trinity College Dublin (TCD),"Business, Economics and Social Studies",BA (Hons),,4.0,,"Dublin, Ireland",https://www.study.eu/university/trinity-college-dublin-tcd/business-economics-and-social-studies,Other,📊 Business & Management,⚪ Unranked/Missing Data
Ghent University,Business Economics (Corporate Finance),MSc,,,95.0,"Ghent, Belgium",https://www.study.eu/university/ghent-university/business-economics-corporate-finance,Master's,📊 Business & Management,⚪ Unranked/Missing Data
University of Dubrovnik,Business Economics in Digital Environment,PhD,,3.0,4163.0,"Dubrovnik, Croatia",https://www.study.eu/university/university-of-dubrovnik/phd-business-economics-in-digital-environment,Doctorate,💻 Tech & IT,⚪ Unranked/Missing Data
Wittenborg University of Applied Sciences,Business: Economics & Management,BBA,41511.0,3.0,,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/bba-business-economics-management,Other,📊 Business & Management,⚪ Unranked/Missing Data
Ghent University,Business Economics (Marketing),MSc,,,95.0,"Ghent, Belgium",https://www.study.eu/university/ghent-university/business-economics-marketing,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Public University of Navarre,"Business Economics, Organisation and Management",Master,,1.0,,"Pamplona, Spain",https://www.study.eu/university/public-university-of-navarre/business-economics-organisation-and-management,Master's,📊 Business & Management,⚪ Unranked/Missing Data
University of Cyprus,Business Economics – TIME MBE,Master,,,622.0,"Nicosia, Cyprus",https://www.study.eu/university/university-of-cyprus/master-business-economics-time-mbe,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Cardiff University,Business Economics with a European Language (French),BSc (Hons),94992.0,4.0,162.0,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/business-economics-with-a-european-language-french,Bachelor's,💻 Tech & IT,🔴 Elite/Expensive
Cardiff University,Business Economics with a European Language (German),BSc (Hons),94992.0,4.0,162.0,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/business-economics-with-a-european-language-german,Bachelor's,💻 Tech & IT,🔴 Elite/Expensive
Cardiff University,Business Economics with a European Language (Spanish),BSc (Hons),94992.0,4.0,162.0,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/business-economics-with-a-european-language-spanish,Bachelor's,💻 Tech & IT,🔴 Elite/Expensive
Cardiff University,Business Economics with a Professional Placement Year,Bachelor,94992.0,4.0,162.0,"Cardiff, United Kingdom",https://www.study.eu/university/cardiff-university/business-economics-with-a-professional-placement-year,Bachelor's,💻 Tech & IT,🔴 Elite/Expensive
Bangor University,Business Economics with Foundation Year,BSc (Hons),,4.0,680.0,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/business-economics-with-foundation-year,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
University of Dundee,Business Economics with Marketing,MA (UG),97683.0,3.0,420.0,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-business-economics-with-marketing,Other,💻 Tech & IT,🔴 Elite/Expensive
University of Dundee,Business Economics with Marketing,BSc (Hons),97683.0,3.0,420.0,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/business-economics-with-marketing,Bachelor's,💻 Tech & IT,🔴 Elite/Expensive
University of Dundee,Business Economics with Marketing and Geography,MA (UG),97683.0,3.0,420.0,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-business-economics-with-marketing-and-geography,Other,💻 Tech & IT,🔴 Elite/Expensive
University of Dundee,Business Economics with Marketing and History,MA (UG),97683.0,3.0,420.0,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-business-economics-with-marketing-and-history,Other,💻 Tech & IT,🔴 Elite/Expensive
University of Dundee,Business Economics with Marketing and Politics,MA (UG),97683.0,3.0,420.0,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-business-economics-with-marketing-and-politics,Other,💻 Tech & IT,🔴 Elite/Expensive
University of Dundee,Business Economics with Marketing and Psychology,MA (UG),97683.0,3.0,420.0,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-business-economics-with-marketing-and-psychology,Other,💻 Tech & IT,🔴 Elite/Expensive
University of Dundee,Business Economics with Marketing with French,MA (UG),97683.0,3.0,420.0,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-business-economics-with-marketing-with-french,Other,💻 Tech & IT,🔴 Elite/Expensive
University of Dundee,Business Economics with Marketing with Spanish,MA (UG),97683.0,3.0,420.0,"Dundee, United Kingdom",https://www.study.eu/university/university-of-dundee/ma-ug-business-economics-with-marketing-with-spanish,Other,💻 Tech & IT,🔴 Elite/Expensive
Bangor University,Business Economics (with Placement),BSc (Hons),,4.0,680.0,"Bangor, United Kingdom",https://www.study.eu/university/bangor-university/business-economics-with-placement,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
KU Leuven,Business Engineering,Master,,2.0,,"Leuven, Belgium",https://www.study.eu/university/ku-leuven/business-engineering-16638,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Université catholique de Louvain,Business Engineering,Bachelor,,3.0,291.0,"Louvain-la-Neuve, Belgium",https://www.study.eu/university/universite-catholique-de-louvain/business-engineering-c77b9717-e2f6-4e58-ac8f-177aa400e083,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Université catholique de Louvain,Business Engineering,Master,,2.0,291.0,"Louvain-la-Neuve, Belgium",https://www.study.eu/university/universite-catholique-de-louvain/business-engineering-7cd4640e-4f2d-404a-8820-e19b4109c5ea,Master's,📊 Business & Management,⚪ Unranked/Missing Data
VU Amsterdam,Business Engineering and Data-Driven Decision Making,Master,,1.0,,"Amsterdam, Netherlands",https://www.study.eu/university/vu-amsterdam/master-business-engineering-and-data-driven-decision-making,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
University Politehnica of Bucharest,Business Engineering and Management,Bachelor,,3.0,1029.0,"Bucharest, Romania",https://www.study.eu/university/university-politehnica-of-bucharest/business-engineering-and-management,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
KU Leuven,Business Engineering (Brussels),Bachelor,,3.0,,"Brussels, Belgium",https://www.study.eu/university/ku-leuven/business-engineering-brussels-16630,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Ghent University,Business Engineering (Data Analytics),MSc,,,95.0,"Ghent, Belgium",https://www.study.eu/university/ghent-university/business-engineering-data-analytics,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Ghent University,Business Engineering (Finance),MSc,,,95.0,"Ghent, Belgium",https://www.study.eu/university/ghent-university/business-engineering-finance,Master's,📊 Business & Management,⚪ Unranked/Missing Data
KU Leuven,Business Engineering (Leuven),MSc,,2.0,,"Brussels, Belgium",https://www.study.eu/university/ku-leuven/business-engineering-leuven,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Ghent University,Business Engineering (Operations Management),MSc,,,95.0,"Ghent, Belgium",https://www.study.eu/university/ghent-university/business-engineering-operations-management,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Marijampolė College,Business English,Bachelor,,3.0,,"Marijampolė, Lithuania",https://www.study.eu/university/marijampole-college/business-english,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Technological University Dublin,Business & Entrepreneurship,MSc,,1.0,1178.0,"Dublin, Ireland",https://www.study.eu/university/technological-university-dublin/msc-business-entrepreneurship,Master's,📊 Business & Management,⚪ Unranked/Missing Data
De Montfort University,Business Entrepreneurship and Innovation,BA (Hons),,3.0,715.0,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/business-entrepreneurship-and-innovation,Other,📊 Business & Management,⚪ Unranked/Missing Data
University of Greenwich,Business Entrepreneurship and Innovation,BA (Hons),,3.0,762.0,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/ba-hons-business-entrepreneurship-and-innovation,Other,📊 Business & Management,⚪ Unranked/Missing Data
Wittenborg University of Applied Sciences,Business: Entrepreneurship & Digital Marketing,BBA,41511.0,3.0,,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/bba-business-entrepreneurship-digital-marketing,Other,💻 Tech & IT,⚪ Unranked/Missing Data
Wittenborg University of Applied Sciences,Business: Entrepreneurship & FinTech,BBA,41511.0,3.0,,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/bba-business-entrepreneurship-fintech,Other,💻 Tech & IT,⚪ Unranked/Missing Data
Falmouth University,Business Entrepreneurship & Innovation,BSc (Hons),,3.0,4058.0,"Falmouth, United Kingdom",https://www.study.eu/university/falmouth-university/bsc-hons-business-entrepreneurship-innovation,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Wittenborg University of Applied Sciences,Business: Entrepreneurship & Small Business,BBA,41511.0,3.0,,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/bba-business-entrepreneurship-small-business,Other,📊 Business & Management,⚪ Unranked/Missing Data
Utrecht University,Business & Entrepreneurship - University College Roosevelt,Bachelor,,,44.0,"Utrecht, Netherlands",https://www.study.eu/university/utrecht-university/bachelor-business-entrepreneurship-university-college-roosev,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
Wittenborg University of Applied Sciences,Business: Event Management,BBA,41511.0,3.0,,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/bba-business-event-management,Other,📊 Business & Management,⚪ Unranked/Missing Data
University College Dublin (UCD),Business & Executive Coaching,MSc,,2.0,199.0,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/business-executive-coaching,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Wittenborg University of Applied Sciences,Business: Facility & Property Management,BBA,41511.0,3.0,,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/bba-business-facility-property-management,Other,💻 Tech & IT,⚪ Unranked/Missing Data
Riga Technical University,Business Finance,MSc,,2.0,1345.0,"Riga, Latvia",https://www.study.eu/university/riga-technical-university/business-finance,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Aberystwyth University,Business Finance,BSc (Hons),54896.0,3.0,905.0,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/business-finance-11969,Bachelor's,📊 Business & Management,🟠 Premium Programs
Warwick Business School,Business & Finance,MSc,,1.0,,"Coventry, United Kingdom",https://www.study.eu/university/warwick-business-school/business-finance-20152,Master's,📊 Business & Management,⚪ Unranked/Missing Data
University of Sheffield,Business Finance and Economics,MSc,23209.0,1.0,110.0,"Sheffield, United Kingdom",https://www.study.eu/university/university-of-sheffield/business-finance-and-economics,Master's,📊 Business & Management,🟢 Budget-Friendly
Wittenborg University of Applied Sciences,Business: Financial Services Management,BBA,41511.0,3.0,,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/bba-bba-with-specialisation-in-financial-services-management,Other,📊 Business & Management,⚪ Unranked/Missing Data
Atlantic Technological University,Business for Marketing,Bachelor,,1.0,2959.0,"Letterkenny, Ireland",https://www.study.eu/university/atlantic-technological-university/bachelor-business-for-marketing,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Atlantic Technological University,Business (Hons) Part-time,Bachelor,,3.0,2959.0,"Letterkenny, Ireland",https://www.study.eu/university/atlantic-technological-university/bachelor-business-hons-part-time,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Wittenborg University of Applied Sciences,Business: Hospitality Management,BBA,41511.0,3.0,,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/bba-bba-with-specialisation-in-hospitality-management,Other,💻 Tech & IT,⚪ Unranked/Missing Data
Griffith College,Business (HRM),BA (Hons),,4.0,7394.0,"Dublin, Ireland",https://www.study.eu/university/griffith-college/ba-hons-business-hrm,Other,📊 Business & Management,⚪ Unranked/Missing Data
Griffith College,Business (HRM) (Blended),BA (Hons),,4.0,7394.0,"Dublin, Ireland",https://www.study.eu/university/griffith-college/ba-hons-business-hrm-blended,Other,📊 Business & Management,⚪ Unranked/Missing Data
Wittenborg University of Applied Sciences,Business: Human Resources Management,BBA,41511.0,3.0,,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/bba-bba-with-specialisation-in-human-resources-management,Other,📊 Business & Management,⚪ Unranked/Missing Data
FH Joanneum,Business in Emerging Markets / International Management,MA,,2.0,,"Graz, Austria",https://www.study.eu/university/fh-joanneum/business-in-emerging-markets-international-management,Other,📊 Business & Management,⚪ Unranked/Missing Data
University of Ljubljana,Business Informatics,Master,,2.0,345.0,"Ljubljana, Slovenia",https://www.study.eu/university/university-of-ljubljana/master-business-informatics,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Corvinus University of Budapest,Business Informatics,MSc,16886.0,2.0,1608.0,"Budapest, Hungary",https://www.study.eu/university/corvinus-university-of-budapest/business-informatics-6f29a9d8-d178-4ac5-be53-ea721e542ace,Master's,📊 Business & Management,🟢 Budget-Friendly
TU Wien,Business Informatics,MSc,,2.0,,"Vienna, Austria",https://www.study.eu/university/tu-wien/business-informatics-59a17ca4-da3f-43cf-b10f-37bc77f5724e,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Utrecht University,Business Informatics,MSc,,2.0,44.0,"Utrecht, Netherlands",https://www.study.eu/university/utrecht-university/business-informatics-5985,Master's,📊 Business & Management,⚪ Unranked/Missing Data
University of Belgrade,Business Informatics (2 years),Master,,2.0,392.0,"Belgrade, Serbia",https://www.study.eu/university/university-of-belgrade/master-business-informatics-2-years,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Metropolia University of Applied Sciences,Business Informatics (Engineering),Master,,,3786.0,"Helsinki, Finland",https://www.study.eu/university/metropolia-university-of-applied-sciences/business-informatics-engineering,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Metropolia University of Applied Sciences,Business Informatics (MBA),MBA,,,3786.0,"Helsinki, Finland",https://www.study.eu/university/metropolia-university-of-applied-sciences/business-informatics-mba,Master's,📊 Business & Management,⚪ Unranked/Missing Data
University College Cork (UCC),Business Information and Analytics Systems,MSc,,1.0,360.0,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/business-information-and-analytics-systems,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Erasmus University Rotterdam,Business Information Management,MSc,,1.0,10417.0,"Rotterdam, Netherlands",https://www.study.eu/university/erasmus-university-rotterdam/business-information-management,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Wittenborg University of Applied Sciences,Business: Information Management,BBA,41511.0,3.0,,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/bba-bba-with-specialisation-in-information-management,Other,💻 Tech & IT,⚪ Unranked/Missing Data
University College Cork (UCC),Business Information Systems,BSc (Hons),,4.0,360.0,"Cork, Ireland",https://www.study.eu/university/university-college-cork-ucc/business-information-systems-070e3195-420a-47cd-b26c-e78fe175a291,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
Munster Technological University,Business Information Systems,Bachelor,,4.0,2756.0,"Cork, Ireland",https://www.study.eu/university/munster-technological-university/business-information-systems-b3d1ce8a-cc1b-4d96-a9b9-d2496e3c5798,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
De Montfort University,Business Information Systems,BSc (Hons),,3.0,715.0,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/business-information-systems-18667,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
University of Galway,Business Information Systems,BSc,,4.0,565.0,"Galway, Ireland",https://www.study.eu/university/university-of-galway/business-information-systems-39f9b3a7-acdf-4acd-97ce-a656f45cfa52,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
Middlesex University London,Business Information Systems,BSc,52474.0,3.0,873.0,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/business-information-systems-10433,Bachelor's,💻 Tech & IT,🟠 Premium Programs
Atlantic Technological University,Business Information Systems,BSc (Hons),,4.0,2959.0,"Galway, Ireland",https://www.study.eu/university/atlantic-technological-university/bsc-hons-business-information-systems-25557,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
Atlantic Technological University,Business Information Systems,BSc,,3.0,2959.0,"Letterkenny, Ireland + 1 more campus",https://www.study.eu/university/atlantic-technological-university/bsc-business-information-systems,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
Technische Hochschule Mittelhessen,Business Information Systems,Master,,1.5,4504.0,"Friedberg, Germany",https://www.study.eu/university/technische-hochschule-mittelhessen/master-business-information-systems,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
"Royal Holloway, University of London",Business Information Systems,MSc,,1.0,1613.0,"Egham, United Kingdom",https://www.study.eu/university/royal-holloway-university-of-london/business-information-systems-5256,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
ITMO University,Business Information Systems,MSc,,2.0,1034.0,"Saint Petersburg, Russia + 1 more campus",https://www.study.eu/university/itmo-university/business-information-systems-11623,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Middlesex University London,Business Information Systems Management,MSc,18164.0,1.0,873.0,"London, United Kingdom",https://www.study.eu/university/middlesex-university-london/business-information-systems-management,Master's,💻 Tech & IT,🟢 Budget-Friendly
Laurea University of Applied Sciences,Business Information Technology,Bachelor,,,3180.0,"Vantaa, Finland",https://www.study.eu/university/laurea-university-of-applied-sciences/business-information-technology,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
University of Twente,Business Information Technology,BSc,,3.0,257.0,"Enschede, Netherlands",https://www.study.eu/university/university-of-twente/bsc-business-information-technology,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
Lahti University of Applied Sciences,Business Information Technology,Bachelor,,,5439.0,"Lahti, Finland",https://www.study.eu/university/lahti-university-of-applied-sciences/business-information-technology-1877,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
Lapland University of Applied Sciences,Business Information Technology,Bachelor,,,16343.0,"Rovaniemi, Finland",https://www.study.eu/university/lapland-university-of-applied-sciences/business-information-technology-1882,Bachelor's,💻 Tech & IT,⚪ Unranked/Missing Data
UvA University of Amsterdam,Business Information Technology Management,Master,,1.0,,"Amsterdam, Netherlands",https://www.study.eu/university/uva-university-of-amsterdam/master-business-information-technology-management,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Inholland University of Applied Sciences,Business Innovation,Bachelor,,4.0,,"Amsterdam, Netherlands",https://www.study.eu/university/inholland-university-of-applied-sciences/bachelor-business-innovation,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
"Birkbeck, University of London",Business Innovation with E-Business,MSc,21460.0,1.0,728.0,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/business-innovation-with-e-business,Master's,💻 Tech & IT,🟢 Budget-Friendly
"Birkbeck, University of London",Business Innovation with Entrepreneurship and Innovation Management,MSc,21460.0,1.0,728.0,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/business-innovation-with-entrepreneurship-and-innovation-man,Master's,💻 Tech & IT,🟢 Budget-Friendly
"Birkbeck, University of London",Business Innovation with International Technology Management,MSc,21460.0,1.0,728.0,"London, United Kingdom",https://www.study.eu/university/birkbeck-university-of-london/business-innovation-with-international-technology-management,Master's,💻 Tech & IT,🟢 Budget-Friendly
Aarhus University – BSS,Business Intelligence,MSc,34710.0,2.0,,"Aarhus, Denmark",https://www.study.eu/university/aarhus-university-bss/business-intelligence-20380,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Dalarna University,Business Intelligence,Master,,2.0,15815.0,"Borlänge, Sweden",https://www.study.eu/university/dalarna-university/business-intelligence,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Wrocław University of Science and Technology,Business Intelligence,MA,,1.5,813.0,"Wroclaw, Poland",https://www.study.eu/university/wroclaw-university-of-science-and-technology/business-intelligence-ab4a5ace-b026-4f35-a44a-f9569e4ec203,Other,📊 Business & Management,⚪ Unranked/Missing Data
ESC Clermont,Business Intelligence & Analytics,MSc,,1.0,,"Clermont-Ferrand, France",https://www.study.eu/university/esc-clermont/business-intelligence-analytics,Master's,📊 Business & Management,⚪ Unranked/Missing Data
University of Limassol,Business Intelligence and Data Analytics,MSc,,,,"Limassol, Cyprus",https://www.study.eu/university/university-of-limassol/msc-business-intelligence-and-data-analytics,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Berlin School of Economics and Law,Business Intelligence and Process Management,MSc,,1.5,,"Berlin, Germany",https://www.study.eu/university/berlin-school-of-economics-and-law/business-intelligence-and-process-management-msc,Master's,📊 Business & Management,⚪ Unranked/Missing Data
London South Bank University,Business Intelligence and Social Media,MSc,,1.0,1082.0,"London, United Kingdom",https://www.study.eu/university/london-south-bank-university/business-intelligence-and-social-media,Master's,📊 Business & Management,⚪ Unranked/Missing Data
De Montfort University,Business Intelligence Systems and Data Mining,MSc,,1.0,715.0,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/business-intelligence-systems-and-data-mining,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
Copenhagen Business School (CBS),"Business, Language and Culture (BSc)",Bachelor,,3.0,752.0,"Copenhagen, Denmark",https://www.study.eu/university/copenhagen-business-school-cbs/business-language-and-culture-bsc,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Copenhagen Business School (CBS),"Business, Language and Culture - Business and Development Studies (MSc)",Master,,2.0,752.0,"Copenhagen, Denmark",https://www.study.eu/university/copenhagen-business-school-cbs/business-language-and-culture-business-and-development-studi,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Copenhagen Business School (CBS),"Business, Language and Culture - Diversity and Change Management (MSc)",Master,,2.0,752.0,"Copenhagen, Denmark",https://www.study.eu/university/copenhagen-business-school-cbs/business-language-and-culture-diversity-and-change-managemen,Master's,💻 Tech & IT,⚪ Unranked/Missing Data
University of Southern Denmark (SDU),"Business, Language and Culture (SÃ¸nderborg/Flensburg)",Master,,2.0,,"Odense, Denmark",https://www.study.eu/university/university-of-southern-denmark-sdu/business-language-and-culture-sa-nderborg-flensburg,Master's,📊 Business & Management,⚪ Unranked/Missing Data
Aberystwyth University,Business Law,LLB (Hons),54896.0,3.0,905.0,"Aberystwyth, United Kingdom",https://www.study.eu/university/aberystwyth-university/business-law-11950,Other,📊 Business & Management,🟠 Premium Programs
De Montfort University,Business Law,LLB (Hons),,3.0,715.0,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/business-law-18708,Other,📊 Business & Management,⚪ Unranked/Missing Data
Graiciunas School of Management,Business Law,Bachelor,7035.0,3.0,,"Kaunas, Lithuania",https://www.study.eu/university/graiciunas-school-of-management/business-law,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
Technological University Dublin,Business & Law,BSc (Hons),,4.0,1178.0,"Dublin, Ireland",https://www.study.eu/university/technological-university-dublin/bsc-hons-business-law,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
University College Dublin (UCD),Business & Law,Bachelor,,4.0,199.0,"Dublin, Ireland",https://www.study.eu/university/university-college-dublin-ucd/business-law-52770a4b-5232-4b67-88b7-d44be902e29a,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
University of Liverpool,Business Law and Economics,MSc,26910.0,1.0,158.0,"Liverpool, United Kingdom",https://www.study.eu/university/university-of-liverpool/business-law-and-economics,Master's,📊 Business & Management,🟢 Budget-Friendly
University of Aberdeen,Business Law and Sustainable Development with Dissertation,LLM,,1.0,367.0,"Aberdeen, United Kingdom",https://www.study.eu/university/university-of-aberdeen/business-law-and-sustainable-development-with-dissertation,Other,💻 Tech & IT,⚪ Unranked/Missing Data
De Montfort University,Business Law / International Business Law (distance learning),LLM,,2.0,715.0,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/business-law-international-business-law-distance-learning,Other,📊 Business & Management,⚪ Unranked/Missing Data
De Montfort University,Business Law/Law,LLM,,1.0,715.0,"Leicester, United Kingdom",https://www.study.eu/university/de-montfort-university/business-law-law,Other,📊 Business & Management,⚪ Unranked/Missing Data
University of Greenwich,Business Logistics and Transport Management,BA (Hons),65189.0,3.0,762.0,"London, United Kingdom",https://www.study.eu/university/university-of-greenwich/ba-hons-business-logistics-and-transport-management,Other,📊 Business & Management,🟠 Premium Programs
Wittenborg University of Applied Sciences,Business: Logistics & International Trade,BBA,41511.0,3.0,,"Apeldoorn, Netherlands",https://www.study.eu/university/wittenborg-university-of-applied-sciences/bba-business-logistics-international-trade,Other,📊 Business & Management,⚪ Unranked/Missing Data
Wroclaw University of Economics and Business,Business management,Master,,,,"Wroclaw, Poland",https://www.study.eu/university/wroclaw-university-of-economics-and-business/master-business-management-26103,Master's,📊 Business & Management,⚪ Unranked/Missing Data
University of Westminster,Business Management,BA (Hons),71042.0,3.0,1060.0,"London, United Kingdom",https://www.study.eu/university/university-of-westminster/ba-hons-business-management-30101,Other,📊 Business & Management,🟠 Premium Programs
Public University of Navarre,Business Management,Bachelor,,4.0,,"Pamplona, Spain",https://www.study.eu/university/public-university-of-navarre/business-management-4b0ec58a-59b1-409f-82a0-0a4d273c3144,Bachelor's,📊 Business & Management,⚪ Unranked/Missing Data
